Campaign name,Ad group,Date,Impressions,Clicks,Average CPC,Cost,Conversions,Conversion value,CTR,Device,Network
Valentine Push,AdGroup - Valentine,2025-05-20,4905,285,2.21,629.85,11,19800,5.81%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-05-20,7202,647,2.43,1572.21,12,11400,8.99%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-20,4709,586,4.84,2836.24,44,96800,12.45%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-05-20,2074,127,1.74,220.98,0,0,6.13%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-21,5301,505,2.57,1297.85,12,14400,9.54%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-05-21,4150,41,3.31,135.71,1,1800,1.0%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-05-21,4423,271,1.77,479.67,5,4750,6.14%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-21,6223,518,4.08,2113.44,26,57200,8.33%,Tablet,Google Display
Referral Boost,AdGroup - Referral,2025-05-21,4955,129,1.9,245.1,1,700,2.62%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-22,3739,354,2.22,785.88,4,4800,9.49%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-05-22,2987,153,3.35,512.55,5,9000,5.13%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-22,2594,33,1.97,65.01,0,0,1.27%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-22,2998,129,3.35,432.15,8,17600,4.32%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-05-22,3844,309,2.27,701.43,1,700,8.04%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-23,4278,349,3.28,1144.72,9,10800,8.16%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-05-23,4686,328,3.34,1095.52,11,19800,7.01%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-23,5982,59,2.2,129.8,0,0,1.0%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-23,3281,310,4.76,1475.6,17,37400,9.46%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-05-23,4252,224,1.62,362.88,1,700,5.27%,Tablet,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-24,4441,282,2.44,688.08,2,2400,6.35%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-05-24,5188,303,4.04,1224.12,11,19800,5.85%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-24,3735,412,2.19,902.28,4,3800,11.05%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-24,2480,284,4.34,1232.56,17,37400,11.46%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-05-24,2956,167,1.54,257.18,1,700,5.66%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-25,3105,363,2.26,820.38,5,6000,11.71%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-05-25,5383,613,2.49,1526.37,16,28800,11.39%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-25,4797,276,1.76,485.76,2,1900,5.77%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-25,2508,187,3.92,733.04,6,13200,7.48%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-05-25,5577,283,2.16,611.28,3,2100,5.08%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-26,4766,200,1.76,352.0,4,4800,4.21%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-05-26,5510,662,3.05,2019.1,23,41400,12.03%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-05-26,2078,40,1.64,65.6,3,2850,1.97%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-26,5630,379,5.34,2023.86,23,50600,6.74%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-05-26,5180,327,2.16,706.32,5,3500,6.32%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-27,5760,539,2.33,1255.87,4,4800,9.36%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-05-27,6223,768,2.99,2296.32,33,59400,12.34%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-05-27,2460,200,2.4,480.0,4,3800,8.16%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-05-27,3315,160,1.98,316.8,12,26400,4.85%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-05-27,4063,108,1.71,184.68,0,0,2.67%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-28,4078,397,1.91,758.27,8,9600,9.76%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-05-28,5590,675,3.77,2544.75,37,66600,12.08%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-28,5724,331,2.08,688.48,10,9500,5.79%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-28,5152,576,3.61,2079.36,34,74800,11.19%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-05-28,997,77,1.75,134.75,2,1400,7.79%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-29,5356,267,3.59,958.53,2,2400,5.0%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-05-29,5439,510,2.0,1020.0,25,45000,9.39%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-29,4657,456,1.76,802.56,7,6650,9.81%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-29,5128,207,4.38,906.66,9,19800,4.05%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-05-29,5116,413,1.98,817.74,2,1400,8.07%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-30,6754,456,3.75,1710.0,7,8400,6.75%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-05-30,5413,316,4.43,1399.88,12,21600,5.86%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-30,3421,313,1.92,600.96,10,9500,9.15%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-30,1466,95,5.45,517.75,5,11000,6.54%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-05-30,5124,751,1.94,1456.94,5,3500,14.67%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-05-31,3850,361,2.51,906.11,7,8400,9.4%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-05-31,2474,272,3.06,832.32,9,16200,11.03%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-05-31,7838,253,1.26,318.78,4,3800,3.23%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-05-31,5758,469,3.83,1796.27,32,70400,8.15%,Tablet,YouTube
Referral Boost,AdGroup - Referral,2025-05-31,6981,691,2.11,1458.01,6,4200,9.91%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-01,2875,132,1.92,253.44,4,4800,4.61%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-01,5307,519,2.17,1126.23,19,34200,9.8%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-06-01,5449,254,2.01,510.54,1,950,4.68%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-01,3892,313,4.48,1402.24,16,35200,8.04%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-01,5292,317,2.31,732.27,5,3500,6.0%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-02,3573,302,2.0,604.0,7,8400,8.46%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-06-02,4050,192,2.83,543.36,9,16200,4.76%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-02,4331,339,1.85,627.15,4,3800,7.84%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-02,1988,131,3.8,497.8,8,17600,6.63%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-02,6966,475,2.11,1002.25,4,2800,6.83%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-03,5119,409,2.71,1108.39,5,6000,8.0%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-06-03,6852,301,3.58,1077.58,14,25200,4.4%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-03,4115,187,1.56,291.72,8,7600,4.56%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-03,4906,403,3.86,1555.58,25,55000,8.23%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-06-03,7034,384,1.41,541.44,5,3500,5.47%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-04,7444,475,2.38,1130.5,5,6000,6.38%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-04,2164,170,2.79,474.3,10,18000,7.86%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-04,3678,474,1.71,810.54,9,8550,12.9%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-04,7484,498,4.18,2081.64,23,50600,6.65%,Tablet,Google Search
Referral Boost,AdGroup - Referral,2025-06-04,6336,476,2.02,961.52,7,4900,7.51%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-05,7457,74,2.24,165.76,3,3600,1.0%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-05,4909,534,3.26,1740.84,20,36000,10.88%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-06-05,3879,316,2.5,790.0,3,2850,8.17%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-05,4597,91,3.75,341.25,3,6600,1.99%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-05,6190,435,2.34,1017.9,3,2100,7.04%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-06,4736,425,2.5,1062.5,4,4800,8.97%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-06-06,5460,250,3.83,957.5,7,12600,4.58%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-06,4281,367,2.94,1078.98,7,6650,8.58%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-06,3925,275,4.87,1339.25,14,30800,7.02%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-06,6645,186,0.72,133.92,1,700,2.8%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-07,5856,149,2.8,417.2,1,1200,2.56%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-06-07,5165,290,3.52,1020.8,9,16200,5.62%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-07,718,50,2.17,108.5,1,950,7.02%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-07,5068,464,5.62,2607.68,26,57200,9.18%,Tablet,Google Search
Referral Boost,AdGroup - Referral,2025-06-07,4277,575,2.62,1506.5,5,3500,13.47%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-08,4991,550,1.81,995.5,8,9600,11.04%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-08,5779,656,2.81,1843.36,21,37800,11.36%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-08,7152,461,2.58,1189.38,10,9500,6.46%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-08,4882,254,3.51,891.54,13,28600,5.22%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-08,5246,739,1.98,1463.22,8,5600,14.09%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-09,4913,524,2.6,1362.4,8,9600,10.67%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-06-09,4862,235,3.84,902.4,7,12600,4.84%,Tablet,YouTube
New Store Launch,AdGroup - New,2025-06-09,4569,239,1.5,358.5,8,7600,5.25%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-09,5436,82,3.18,260.76,5,11000,1.51%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-09,6394,177,1.36,240.72,1,700,2.78%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-10,4102,188,2.47,464.36,2,2400,4.6%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-06-10,5545,545,2.49,1357.05,24,43200,9.84%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-10,4313,347,2.6,902.2,5,4750,8.06%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-10,5908,418,5.09,2127.62,17,37400,7.08%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-06-10,6809,198,1.42,281.16,1,700,2.92%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-11,5189,645,2.14,1380.3,7,8400,12.45%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-11,4054,393,3.07,1206.51,13,23400,9.7%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-11,4303,335,2.04,683.4,6,5700,7.81%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-11,5231,339,4.08,1383.12,15,33000,6.49%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-06-11,4839,498,1.59,791.82,4,2800,10.31%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-12,6022,243,2.88,699.84,2,2400,4.04%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-06-12,5299,365,2.07,755.55,13,23400,6.9%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-06-12,7922,837,1.74,1456.38,14,13300,10.58%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-12,5040,380,3.0,1140.0,17,37400,7.55%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-12,5606,540,1.88,1015.2,7,4900,9.65%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-13,4513,478,2.72,1300.16,8,9600,10.61%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-13,4211,319,2.77,883.63,12,21600,7.6%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-13,5334,464,1.69,784.16,12,11400,8.71%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-13,1442,196,4.34,850.64,13,28600,13.63%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-06-13,3835,240,1.58,379.2,2,1400,6.28%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-14,5772,574,2.66,1526.84,7,8400,9.96%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-14,4200,355,3.09,1096.95,7,12600,8.46%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-14,5730,614,1.65,1013.1,13,12350,10.72%,Tablet,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-06-14,5522,324,4.04,1308.96,15,33000,5.88%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-06-14,3997,292,1.42,414.64,6,4200,7.32%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-15,1252,65,2.52,163.8,3,3600,5.26%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-15,7054,299,4.0,1196.0,10,18000,4.24%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-15,6418,419,2.04,854.76,9,8550,6.53%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-06-15,2328,23,4.29,98.67,2,4400,1.0%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-15,4157,350,1.23,430.5,2,1400,8.43%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-16,5827,555,1.53,849.15,8,9600,9.54%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-06-16,3857,141,3.41,480.81,4,7200,3.68%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-16,6724,564,2.51,1415.64,10,9500,8.39%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-16,5433,529,5.25,2777.25,27,59400,9.74%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-06-16,4129,166,2.11,350.26,4,2800,4.03%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-17,5626,737,3.12,2299.44,14,16800,13.1%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-06-17,4308,420,2.31,970.2,24,43200,9.77%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-17,6580,596,1.67,995.32,9,8550,9.06%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-17,5631,324,4.82,1561.68,12,26400,5.77%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-17,5001,445,1.48,658.6,5,3500,8.92%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-18,1745,68,2.02,137.36,1,1200,3.92%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-06-18,2971,267,3.01,803.67,7,12600,8.99%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-06-18,5986,436,1.53,667.08,6,5700,7.29%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-18,6586,762,3.81,2903.22,40,88000,11.58%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-18,7019,260,2.51,652.6,3,2100,3.72%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-19,5622,412,2.22,914.64,9,10800,7.34%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-06-19,6635,736,2.5,1840.0,34,61200,11.1%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-19,6191,423,2.31,977.13,9,8550,6.84%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-19,6603,342,4.21,1439.82,20,44000,5.18%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-19,4827,421,1.72,724.12,5,3500,8.73%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-20,7174,231,2.64,609.84,2,2400,3.22%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-20,4542,218,3.34,728.12,3,5400,4.81%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-06-20,3970,197,2.09,411.73,7,6650,4.97%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-20,5116,292,3.85,1124.2,12,26400,5.71%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-06-20,4618,254,1.81,459.74,2,1400,5.51%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-21,5156,299,2.92,873.08,2,2400,5.8%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-21,6088,481,3.99,1919.19,19,34200,7.91%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-06-21,4982,304,1.57,477.28,7,6650,6.12%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-21,5214,392,5.2,2038.4,19,41800,7.53%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-06-21,4837,331,2.14,708.34,4,2800,6.85%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-22,3900,214,2.06,440.84,3,3600,5.49%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-06-22,6722,794,2.87,2278.78,34,61200,11.83%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-22,6719,67,1.99,133.33,2,1900,1.0%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-22,4841,460,3.63,1669.8,24,52800,9.52%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-22,6644,583,1.24,722.92,9,6300,8.78%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-23,4191,132,2.47,326.04,2,2400,3.16%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-06-23,1973,19,3.72,70.68,1,1800,1.0%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-23,5192,353,3.06,1080.18,5,4750,6.8%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-23,4627,434,4.14,1796.76,23,50600,9.38%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-23,5935,302,1.71,516.42,3,2100,5.1%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-24,4151,252,2.86,720.72,5,6000,6.09%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-24,4763,180,3.81,685.8,8,14400,3.8%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-06-24,5720,247,2.33,575.51,7,6650,4.33%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-24,3556,141,3.45,486.45,13,28600,3.98%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-06-24,3444,327,1.51,493.77,3,2100,9.5%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-25,3574,131,1.88,246.28,0,0,3.69%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-06-25,4713,325,3.53,1147.25,7,12600,6.91%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-25,6908,784,1.75,1372.0,19,18050,11.36%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-06-25,7110,429,4.88,2093.52,28,61600,6.05%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-06-25,4941,443,2.0,886.0,3,2100,8.97%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-26,5121,378,3.69,1394.82,6,7200,7.39%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-06-26,6776,515,3.02,1555.3,27,48600,7.61%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-26,5039,332,1.97,654.04,3,2850,6.59%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-26,244,17,5.4,91.8,0,0,7.24%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-26,5436,563,1.52,855.76,6,4200,10.37%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-27,5051,50,2.56,128.0,1,1200,1.0%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-27,3697,288,3.91,1126.08,15,27000,7.79%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-06-27,4615,427,1.85,789.95,5,4750,9.25%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-27,2754,312,3.55,1107.6,17,37400,11.34%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-06-27,6082,503,2.17,1091.51,3,2100,8.28%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-28,6544,647,2.51,1623.97,12,14400,9.89%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-06-28,3537,270,3.61,974.7,10,18000,7.65%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-06-28,3357,33,2.11,69.63,0,0,1.0%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-28,5437,162,4.44,719.28,10,22000,2.98%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-28,4601,289,1.76,508.64,1,700,6.3%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-29,5396,396,2.43,962.28,6,7200,7.34%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-06-29,5760,422,2.31,974.82,14,25200,7.33%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-29,3938,373,1.63,607.99,3,2850,9.49%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-06-29,6134,107,4.64,496.48,2,4400,1.76%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-06-29,3794,245,2.11,516.95,3,2100,6.48%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-06-30,4762,330,2.08,686.4,3,3600,6.95%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-06-30,4978,474,3.07,1455.18,19,34200,9.54%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-06-30,6303,248,2.24,555.52,5,4750,3.94%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-06-30,5929,296,2.91,861.36,17,37400,5.0%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-06-30,6028,426,2.22,945.72,4,2800,7.08%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-07-01,6213,521,2.7,1406.7,5,6000,8.39%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-07-01,6213,493,3.96,1952.28,13,23400,7.95%,Mobile,Google Search
